input,golds,options,preds
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Lengkapkan ayat dengan peribahasa yang betul. 
Zainal telah melaburkan kesemua wangnya dalam skim cepat kaya untuk mendapat keuntungan dengan cepat. Akan tetapi, hasratnya tidak tercapai kerana dia telah ditipu. 
Tindakan Zainal itu dikatakan  _____ .
A. umpan habis, ikan tak kena
B. umpan seumpan, kail sebentuk
C. tamak hilang malu, loba dapat kebiasaan
D. sesal dahulu pendapatan, sesal kemudian tidak berguna
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. umpan habis, ikan tak kena', 'B. umpan seumpan, kail sebentuk', 'C. tamak hilang malu, loba dapat kebiasaan', 'D. sesal dahulu pendapatan, sesal kemudian tidak berguna']",D
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Emak membeli beberapa bungkus  _____  di warung itu untuk dijadikan sarapan.
A. nasi putih
B. nasi lemak
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. nasi putih', 'B. nasi lemak']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Kak Doli   _____  tepung beras dengan gula apong dan sedikit air.
A. masak
B. membancuh
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. masak', 'B. membancuh']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Pilih ayat yang betul.
A. Rumah baharu Puan Aminah amat cantik sekali.
B. Para guru-guru sedang berkumpul di bilik mesyuarat untuk mendengar pengumuman keputusan UPSR.
C. Pak Malau memerhatikan lembu-lembunya meragut rumput.
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Rumah baharu Puan Aminah amat cantik sekali.', 'B. Para guru-guru sedang berkumpul di bilik mesyuarat untuk mendengar pengumuman keputusan UPSR.', 'C. Pak Malau memerhatikan lembu-lembunya meragut rumput.']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Mereka berbincang untuk  _____  satu projek sempena sambutan ulang tahun kemerdekaan.
A. menjayakan
B. dijayakan
C. kejayaan
D. berjaya
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. menjayakan', 'B. dijayakan', 'C. kejayaan', 'D. berjaya']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Remaja harus dilatih supaya berimaginasi dan berkhayal tetapi                      dengan aplikasi yang teratur
A. disusuli
B. diikuti
C. disamai
D. disindiri
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. disusuli', 'B. diikuti', 'C. disamai', 'D. disindiri']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Para  ......  dijemput masuk ke dalam dewan.
A. hadirin
B. kalian
C. mereka
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. hadirin', 'B. kalian', 'C. mereka']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Antara yang berikut, yang manakah merupakan cara yang betul untuk melupuskan bahan buangan? 
A. Membakarnya
B. Membuang ke dalam longkang
C. Kitar semula
D. Membiarkan sahaja bahan tersebut
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Membakarnya', 'B. Membuang ke dalam longkang', 'C. Kitar semula', 'D. Membiarkan sahaja bahan tersebut']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Lengkapkan ayat-ayat berikut dengan kata hubung yang sesuai.
6. Latihan bola sepak pada petang itu sangat lasak _____ memenatkan.
A. lagi
B. dan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. lagi', 'B. dan']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Adakah ini ayat tunggal? Dia akan balik ke kampung apabila ada masa lapang.
A. Ya
B. Tidak
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Ya', 'B. Tidak']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Di  _____  kah ayah meletakkan keretanya?
A. bila
B. mana
C. apa
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. bila', 'B. mana', 'C. apa']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Tuan Haji Abdul Karim mempunyai se  _____  tanah yang luasnya 40 hektar di kampung Paya Besar.
A. baris
B. kepal
C. bidang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. baris', 'B. kepal', 'C. bidang']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Rumah datuk Ahmad terletak di  _____  sungai.
A. tengah
B. hujung
C. dalam 
D. tepi
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. tengah', 'B. hujung', 'C. dalam', 'D. tepi']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Ahmad tidak ke sekolah tetapi demam
A. betul
B. salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. betul', 'B. salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Isi tempat kosong dengan kata sendi nama yang sesuai.
9. Kakak Suraya mengulangkaji pelajaran dari pukul 9.00 pagi  _____ pukul 11.00 pagi.
A. sejak
B. daripada
C. hingga
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. sejak', 'B. daripada', 'C. hingga']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Rina tidak lupa untuk membeli  _____  buat keluarganya semasa bertugas di luar daerah.
A. buah tangan
B. ada angin
C. cahaya mata
D. banyak mulut
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. buah tangan', 'B. ada angin', 'C. cahaya mata', 'D. banyak mulut']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Kakitangan PERHILITAN berjaya menangkap seekor harimau apabila  ___ masuk ke dalam perangkap.
A. dia
B. ia
C. ianya
D. harimau
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. dia', 'B. ia', 'C. ianya', 'D. harimau']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Farid membantu bapanya menyusun peralatan di stor supaya ...... 
A. kukuh
B. kemas
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. kukuh', 'B. kemas']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Keburukan menggunakan pengangkutan awam?
A. Membazirkan masa
B. Menyebabkan kesesakan lalu lintas
C. Merugikan wang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Membazirkan masa', 'B. Menyebabkan kesesakan lalu lintas', 'C. Merugikan wang']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

 _____  merupakan seorang atlet dalam sukan badminton yang menjadi kebanggaan negara Malaysia kini.
A. BenarDatuk Lee Chong Wei
B. SalahDatuk Misbun Sidek
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. BenarDatuk Lee Chong Wei', 'B. SalahDatuk Misbun Sidek']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Pilih betul atau salah
Kamal menggosok kasut supaya bersih.
A. Betul
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Betul', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Pilih nilai murni yang bersesuaian dengan pernyataan yang diberikan.
Kumar menyimpan wang sakunya di dalam tabung.
A. berjimat-cermat
B. berdisplin
C. bersopan
D. baik hati
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. berjimat-cermat', 'B. berdisplin', 'C. bersopan', 'D. baik hati']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Kawasan itu akan dimajukan sebagai kawasan  _____  yang baharu tidak lama lagi.
A. perumahan
B. perumah
C. rumah
D. berumah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. perumahan', 'B. perumah', 'C. rumah', 'D. berumah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Kambing di padang itu lari  _____  apabila hari hujan.
A. berlanjutan
B. berkeliaran
C. berhambatan
D. bertempiaran
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. berlanjutan', 'B. berkeliaran', 'C. berhambatan', 'D. bertempiaran']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

mati katak = mati dengan sia-sia
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Apakah langkah terakhir membuat kuih lapis?
A. Pukul telur biar sebati.
B. Panaskan pengukus dan sediakan loyang.
C. Sejukkan kuih lapis sebelum dipotong.
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Pukul telur biar sebati.', 'B. Panaskan pengukus dan sediakan loyang.', 'C. Sejukkan kuih lapis sebelum dipotong.']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Amalkan cara hidup yang sihat seperti tidak berkongsi tuala dan berus gigi ______.
A. peribadi
B. peribad
C. peribadian
D. ibadi
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. peribadi', 'B. peribad', 'C. peribadian', 'D. ibadi']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Selepas waktu Pendidikan Jasmani, murid-murid tahun lima itu terus pulang ke kelas  _____ .
A. tiap-tiap
B. masing-masing
C. setiap
D. segala
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. tiap-tiap', 'B. masing-masing', 'C. setiap', 'D. segala']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Kakak  memetik bunga untuk membuat  _____   .
A. bunga telur
B. bunga rampai
C. bunga mas
D. bunga roti
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. bunga telur', 'B. bunga rampai', 'C. bunga mas', 'D. bunga roti']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

 Bapa menghadiah sebuah  _____  kepada adik.
A. dam
B. beg
C. pin
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. dam', 'B. beg', 'C. pin']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Pilih ayat yang  **sama maksud** dengan ayat yang diberikan.
Johan didenda oleh Cikgu Hasyim kerana menconteng buku Juriah pagi tadi.
A. Pagi tadi, Cikgu Hasyim mendenda Johan kerana menconteng buku Juriah.
B. Pagi tadi, Juriah mendenda Johan kerana menconteng buku Cikgu Hasyim
C. Pagi tadi, Cikgu Hasyim mendenda Juriah kerana menconteng buku Johan
D. Pagi tadi, Johan dan Juriah didenda oleh Cikgu Hasyim kerana menconteng buku.
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Pagi tadi, Cikgu Hasyim mendenda Johan kerana menconteng buku Juriah.', 'B. Pagi tadi, Juriah mendenda Johan kerana menconteng buku Cikgu Hasyim', 'C. Pagi tadi, Cikgu Hasyim mendenda Juriah kerana menconteng buku Johan', 'D. Pagi tadi, Johan dan Juriah didenda oleh Cikgu Hasyim kerana menconteng buku.']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Menteri Pelajaran itu sedang melayani pertanyaan para  _____ .
A. wartawan
B. jelitawan
C. peragawati
D. cendikiawan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. wartawan', 'B. jelitawan', 'C. peragawati', 'D. cendikiawan']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Bertanyalah kepada orang yang lebih arif dalam bidang perubatan kerana jauhari juga yang mengenal manikam.
Maksud peribahasa di atas adalah...
A. Orang yang degil tidak akan mendengar nasihat atau ajaran.
B. Orang yang bijaksana juga yang mengetahui keelokan ilmu.
C. Orang yang elok rupanya itu belum tentu baik perangainya.
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Orang yang degil tidak akan mendengar nasihat atau ajaran.', 'B. Orang yang bijaksana juga yang mengetahui keelokan ilmu.', 'C. Orang yang elok rupanya itu belum tentu baik perangainya.']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Penyerang pasukan itu  _____ bola ke dalam gawang.
A. menguis
B. merejam
C. mengolek
D. menendang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. menguis', 'B. merejam', 'C. mengolek', 'D. menendang']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Bahasa Melayu. Sila berikan jawapan sahaja.

Adik Sara dikejarkan ke hospital.  _____  masih tidak sedarkan diri.
A. Dia
B. Kita
C. Beliau
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Dia', 'B. Kita', 'C. Beliau']",B
